account_id,account_name,region,country,industry,account_tier,employee_size,estimated_annual_revenue,account_status,contract_start_date,contract_end_date,use_case,sales_rep_name,sales_manager_name
ACC-000651,Matrix Partners,AMER,United States,Telecommunications,SMB,325,3200000,Active,2021-10-13,2024-07-25,Data Engineering,Emery Young,David Thompson
ACC-000652,Quantum Associates,EMEA,Sweden,Energy & Utilities,SMB,350,1850000,Active,2021-10-14,2024-07-27,Customer 360,Phoenix Wright,Lisa Wang
ACC-000653,Synergy Consulting,EMEA,France,Government & Public Sector,SMB,375,2000000,Active,2021-10-15,2024-07-29,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000653,Synergy Consulting,EMEA,France,Government & Public Sector,SMB,375,2000000,Active,2021-10-15,2024-07-29,IoT Analytics,Ocean Baker,James Mueller
ACC-000654,Catalyst Services,AMER,United States,Education,SMB,400,3800000,Active,2021-10-16,2024-07-31,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000654,Catalyst Services,AMER,United States,Education,SMB,400,3800000,Active,2021-10-16,2024-07-31,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000655,Pinnacle Solutions,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-10-17,2024-08-02,Marketing Analytics,Skyler Hall,David Thompson
ACC-000655,Pinnacle Solutions,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-10-17,2024-08-02,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000655,Pinnacle Solutions,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-10-17,2024-08-02,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000655,Pinnacle Solutions,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-10-17,2024-08-02,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000656,Zenith Analytics,AMER,United States,Real Estate,SMB,450,4200000,Active,2021-10-18,2024-08-04,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000656,Zenith Analytics,AMER,United States,Real Estate,SMB,450,4200000,Active,2021-10-18,2024-08-04,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000657,Vortex Intelligence,AMER,Canada,Insurance,SMB,475,4400000,Active,2021-10-19,2024-08-06,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000658,Phoenix Partners,AMER,United States,Automotive,SMB,500,4600000,Active,2021-10-20,2024-08-08,Operational Analytics,Parker Allen,David Thompson
ACC-000661,Sigma Inc,AMER,United States,Healthcare & Life Sciences,SMB,75,1200000,Churned,2021-10-23,2024-08-14,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000662,Apex Solutions,APJ,Japan,Technology,SMB,100,800000,At Risk,2021-10-24,2024-08-16,Real-time Analytics,Iris Stewart,Priya Sharma
ACC-000664,Quantum Intelligence,EMEA,Spain,Manufacturing,SMB,150,1400000,Active,2021-10-26,2024-08-20,Customer 360,Phoenix Wright,Lisa Wang
ACC-000665,Synergy Partners,EMEA,France,Media & Entertainment,SMB,175,1550000,Active,2021-10-27,2024-08-22,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000665,Synergy Partners,EMEA,France,Media & Entertainment,SMB,175,1550000,Active,2021-10-27,2024-08-22,IoT Analytics,Ocean Baker,James Mueller
ACC-000668,Zenith Services,AMER,United States,Government & Public Sector,SMB,250,2600000,Active,2021-10-30,2024-08-28,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000669,Vortex Solutions,APJ,Japan,Education,SMB,275,1500000,Active,2021-10-31,2024-08-30,Risk & Compliance,Iris Stewart,Priya Sharma
ACC-000672,Nexus Partners,AMER,United States,Insurance,SMB,350,3400000,Active,2021-11-03,2024-09-05,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000672,Nexus Partners,AMER,United States,Insurance,SMB,350,3400000,Active,2021-11-03,2024-09-05,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000673,Vertex Associates,AMER,United States,Automotive,SMB,375,3600000,Active,2021-11-04,2024-09-07,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000673,Vertex Associates,AMER,United States,Automotive,SMB,375,3600000,Active,2021-11-04,2024-09-07,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000673,Vertex Associates,AMER,United States,Automotive,SMB,375,3600000,Active,2021-11-04,2024-09-07,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000673,Vertex Associates,AMER,United States,Automotive,SMB,375,3600000,Active,2021-11-04,2024-09-07,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000674,Apex Consulting,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-11-05,2024-09-09,Real-time Analytics,Rain Carter,James Mueller
ACC-000674,Apex Consulting,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-11-05,2024-09-09,Real-time Analytics,River Scott,Lisa Wang
ACC-000674,Apex Consulting,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-11-05,2024-09-09,Real-time Analytics,Rowan King,Lisa Wang
ACC-000675,Matrix Services,AMER,United States,Financial Services,SMB,425,4000000,Active,2021-11-06,2024-09-11,Data Engineering,Quinn Anderson,Michael Chen
ACC-000676,Quantum Solutions,AMER,United States,Healthcare & Life Sciences,SMB,450,4200000,Active,2021-11-07,2024-09-13,Customer 360,Parker Allen,David Thompson
ACC-000679,Pinnacle Partners,AMER,United States,Manufacturing,SMB,525,4800000,Active,2021-11-10,2024-09-19,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000686,Apex Partners,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-11-17,2024-10-03,Real-time Analytics,Rain Carter,James Mueller
ACC-000686,Apex Partners,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-11-17,2024-10-03,Real-time Analytics,River Scott,Lisa Wang
ACC-000686,Apex Partners,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-11-17,2024-10-03,Real-time Analytics,Rowan King,Lisa Wang
ACC-000687,Matrix Associates,AMER,United States,Insurance,SMB,225,2400000,Active,2021-11-18,2024-10-05,Data Engineering,Emery Young,David Thompson
ACC-000688,Quantum Consulting,AMER,Mexico,Automotive,SMB,250,2600000,Active,2021-11-19,2024-10-07,Customer 360,Drew Garcia,Michael Chen
ACC-000689,Synergy Services,AMER,United States,Professional Services,SMB,275,2800000,Active,2021-11-20,2024-10-09,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000689,Synergy Services,AMER,United States,Professional Services,SMB,275,2800000,Active,2021-11-20,2024-10-09,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000690,Catalyst Solutions,AMER,United States,Financial Services,SMB,300,3000000,Active,2021-11-21,2024-10-11,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000690,Catalyst Solutions,AMER,United States,Financial Services,SMB,300,3000000,Active,2021-11-21,2024-10-11,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000692,Zenith Intelligence,AMER,Canada,Technology,SMB,350,3400000,Active,2021-11-23,2024-10-15,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000692,Zenith Intelligence,AMER,Canada,Technology,SMB,350,3400000,Active,2021-11-23,2024-10-15,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000693,Vortex Partners,AMER,United States,Retail & E-commerce,SMB,375,3600000,Active,2021-11-24,2024-10-17,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000695,Titan Consulting,APJ,Japan,Media & Entertainment,SMB,425,1700000,Active,2021-11-26,2024-10-21,Data Science Platform,Kai Campbell,Hiroshi Tanaka
ACC-000697,Vertex Solutions,LATAM,Chile,Energy & Utilities,SMB,475,960000,Active,2021-11-28,2024-10-25,Machine Learning & AI,Vale Sanchez,Carlos Silva
ACC-000698,Apex Analytics,EMEA,Netherlands,Government & Public Sector,SMB,500,2000000,Active,2021-11-29,2024-10-27,Real-time Analytics,Rain Carter,James Mueller
ACC-000698,Apex Analytics,EMEA,Netherlands,Government & Public Sector,SMB,500,2000000,Active,2021-11-29,2024-10-27,Real-time Analytics,River Scott,Lisa Wang
ACC-000698,Apex Analytics,EMEA,Netherlands,Government & Public Sector,SMB,500,2000000,Active,2021-11-29,2024-10-27,Real-time Analytics,Rowan King,Lisa Wang
ACC-000700,Global Industries,AMER,United States,Transportation & Logistics,Enterprise,5000,100000000,New,2021-12-01,2024-10-31,Customer 360,Jordan Kim,Sarah Johnson
ACC-000702,Catalyst Consulting,APJ,Australia,Insurance,Enterprise,6000,132000000,At Risk,2021-12-03,2024-11-04,Financial Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000704,Zenith Solutions,AMER,United States,Professional Services,Enterprise,7000,140000000,Active,2021-12-05,2024-11-08,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000705,Vortex Analytics,AMER,United States,Financial Services,Enterprise,7500,150000000,Active,2021-12-06,2024-11-10,Risk & Compliance,Emery Young,David Thompson
ACC-000706,Phoenix Intelligence,AMER,Canada,Healthcare & Life Sciences,Enterprise,8000,160000000,Active,2021-12-07,2024-11-12,Operational Analytics,Drew Garcia,Michael Chen
ACC-000707,Titan Partners,AMER,United States,Technology,Enterprise,8500,170000000,Active,2021-12-08,2024-11-14,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000707,Titan Partners,AMER,United States,Technology,Enterprise,8500,170000000,Active,2021-12-08,2024-11-14,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000708,Nexus Associates,AMER,United States,Retail & E-commerce,Enterprise,9000,180000000,Active,2021-12-09,2024-11-16,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000708,Nexus Associates,AMER,United States,Retail & E-commerce,Enterprise,9000,180000000,Active,2021-12-09,2024-11-16,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000709,Vertex Consulting,APJ,Japan,Manufacturing,Enterprise,9500,174000000,Active,2021-12-10,2024-11-18,Machine Learning & AI,Kai Campbell,Hiroshi Tanaka
ACC-000710,Apex Services,EMEA,Germany,Media & Entertainment,Enterprise,10000,320000000,Active,2021-12-11,2024-11-20,Real-time Analytics,Rain Carter,James Mueller
ACC-000710,Apex Services,EMEA,Germany,Media & Entertainment,Enterprise,10000,320000000,Active,2021-12-11,2024-11-20,Real-time Analytics,River Scott,Lisa Wang
ACC-000710,Apex Services,EMEA,Germany,Media & Entertainment,Enterprise,10000,320000000,Active,2021-12-11,2024-11-20,Real-time Analytics,Rowan King,Lisa Wang
ACC-000712,Quantum Analytics,EMEA,Netherlands,Energy & Utilities,Enterprise,11000,336000000,Active,2021-12-13,2024-11-24,Customer 360,Phoenix Wright,Lisa Wang
ACC-000715,Pinnacle Associates,AMER,United States,Transportation & Logistics,Enterprise,12500,250000000,Active,2021-12-16,2024-11-30,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000716,Zenith Consulting,EMEA,France,Real Estate,Mid-Market,3100,32000000,Active,2021-12-17,2024-12-02,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000720,Global Solutions,APJ,Japan,Financial Services,Mid-Market,500,6000000,New,2021-12-21,2024-12-10,Data Analytics & BI,Neo Parker,Hiroshi Tanaka
ACC-000721,Beta Inc,EMEA,United Kingdom,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-12-22,2024-12-12,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000721,Beta Inc,EMEA,United Kingdom,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-12-22,2024-12-12,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000721,Beta Inc,EMEA,United Kingdom,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-12-22,2024-12-12,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000721,Beta Inc,EMEA,United Kingdom,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-12-22,2024-12-12,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000722,Apex Associates,APJ,Singapore,Technology,Mid-Market,700,8000000,At Risk,2021-12-23,2024-12-14,Real-time Analytics,Zara Collins,Priya Sharma
ACC-000722,Apex Associates,APJ,Singapore,Technology,Mid-Market,700,8000000,At Risk,2021-12-23,2024-12-14,Real-time Analytics,Zen Phillips,Hiroshi Tanaka
ACC-000724,Quantum Services,AMER,United States,Manufacturing,Mid-Market,900,18000000,Active,2021-12-25,2024-12-18,Customer 360,Drew Garcia,Michael Chen
ACC-000725,Synergy Solutions,AMER,United States,Media & Entertainment,Mid-Market,1000,20000000,Active,2021-12-26,2024-12-20,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000725,Synergy Solutions,AMER,United States,Media & Entertainment,Mid-Market,1000,20000000,Active,2021-12-26,2024-12-20,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000726,Catalyst Analytics,APJ,Singapore,Telecommunications,Mid-Market,1100,12000000,Active,2021-12-27,2024-12-22,Financial Analytics,Atlas Edwards,Priya Sharma
ACC-000726,Catalyst Analytics,APJ,Singapore,Telecommunications,Mid-Market,1100,12000000,Active,2021-12-27,2024-12-22,Financial Analytics,Orion Evans,Hiroshi Tanaka
ACC-000727,Pinnacle Intelligence,AMER,Canada,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-12-28,2024-12-24,Marketing Analytics,Skyler Hall,David Thompson
ACC-000727,Pinnacle Intelligence,AMER,Canada,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-12-28,2024-12-24,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000727,Pinnacle Intelligence,AMER,Canada,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-12-28,2024-12-24,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000727,Pinnacle Intelligence,AMER,Canada,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-12-28,2024-12-24,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000728,Zenith Partners,AMER,United States,Government & Public Sector,Mid-Market,1300,26000000,Active,2021-12-29,2024-12-26,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000728,Zenith Partners,AMER,United States,Government & Public Sector,Mid-Market,1300,26000000,Active,2021-12-29,2024-12-26,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000729,Vortex Associates,AMER,United States,Education,Mid-Market,1400,28000000,Active,2021-12-30,2024-12-28,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000733,Vertex Analytics,AMER,United States,Automotive,Mid-Market,1800,36000000,Active,2022-01-03,2023-01-06,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000736,Quantum Associates,AMER,United States,Healthcare & Life Sciences,Mid-Market,2100,42000000,Active,2022-01-06,2023-01-12,Customer 360,Jordan Kim,Sarah Johnson
ACC-000740,Global Industries,EMEA,Spain,Media & Entertainment,Mid-Market,2500,30500000,New,2022-01-10,2023-01-20,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000741,Sigma Ltd,APJ,Japan,Telecommunications,Mid-Market,2600,7000000,Churned,2022-01-11,2023-01-22,Risk & Compliance,Neo Parker,Hiroshi Tanaka
ACC-000743,Titan Associates,AMER,United States,Government & Public Sector,Mid-Market,2800,56000000,Active,2022-01-13,2023-01-26,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000743,Titan Associates,AMER,United States,Government & Public Sector,Mid-Market,2800,56000000,Active,2022-01-13,2023-01-26,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000744,Nexus Consulting,AMER,United States,Education,Mid-Market,2900,58000000,Active,2022-01-14,2023-01-28,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000744,Nexus Consulting,AMER,United States,Education,Mid-Market,2900,58000000,Active,2022-01-14,2023-01-28,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000746,Apex Solutions,EMEA,United Kingdom,Real Estate,SMB,200,2450000,Active,2022-01-16,2023-02-01,Real-time Analytics,Rain Carter,James Mueller
ACC-000746,Apex Solutions,EMEA,United Kingdom,Real Estate,SMB,200,2450000,Active,2022-01-16,2023-02-01,Real-time Analytics,River Scott,Lisa Wang
ACC-000746,Apex Solutions,EMEA,United Kingdom,Real Estate,SMB,200,2450000,Active,2022-01-16,2023-02-01,Real-time Analytics,Rowan King,Lisa Wang
ACC-000748,Quantum Intelligence,AMER,Canada,Automotive,SMB,250,2600000,Active,2022-01-18,2023-02-05,Customer 360,Parker Allen,David Thompson
ACC-000749,Synergy Partners,EMEA,United Kingdom,Professional Services,SMB,275,2900000,Active,2022-01-19,2023-02-07,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000749,Synergy Partners,EMEA,United Kingdom,Professional Services,SMB,275,2900000,Active,2022-01-19,2023-02-07,IoT Analytics,Ocean Baker,James Mueller
ACC-000751,Pinnacle Consulting,APJ,Japan,Healthcare & Life Sciences,SMB,325,1300000,Active,2022-01-21,2023-02-11,Marketing Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000753,Vortex Solutions,APJ,South Korea,Retail & E-commerce,SMB,375,1500000,Active,2022-01-23,2023-02-15,Risk & Compliance,Iris Stewart,Priya Sharma
ACC-000754,Phoenix Analytics,AMER,United States,Manufacturing,SMB,400,3800000,Active,2022-01-24,2023-02-17,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000755,Titan Intelligence,APJ,Japan,Media & Entertainment,SMB,425,1700000,Active,2022-01-25,2023-02-19,Data Science Platform,Neo Parker,Hiroshi Tanaka
ACC-000757,Vertex Associates,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2022-01-27,2023-02-23,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000757,Vertex Associates,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2022-01-27,2023-02-23,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000757,Vertex Associates,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2022-01-27,2023-02-23,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000757,Vertex Associates,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2022-01-27,2023-02-23,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000758,Apex Consulting,AMER,United States,Government & Public Sector,SMB,500,4600000,Active,2022-01-28,2023-02-25,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000759,Matrix Services,AMER,United States,Education,SMB,525,4800000,Active,2022-01-29,2023-02-27,Data Engineering,Emery Young,David Thompson
ACC-000760,Global Solutions,EMEA,Spain,Transportation & Logistics,SMB,50,2300000,New,2022-01-30,2023-03-01,Customer 360,Phoenix Wright,Lisa Wang
ACC-000761,Beta Holdings,APJ,Japan,Real Estate,SMB,75,1100000,Churned,2022-01-31,2023-03-03,IoT Analytics,Atlas Edwards,Priya Sharma
ACC-000761,Beta Holdings,APJ,Japan,Real Estate,SMB,75,1100000,Churned,2022-01-31,2023-03-03,IoT Analytics,Orion Evans,Hiroshi Tanaka
ACC-000762,Catalyst Intelligence,AMER,Canada,Insurance,SMB,100,1400000,At Risk,2022-02-01,2023-03-05,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000762,Catalyst Intelligence,AMER,Canada,Insurance,SMB,100,1400000,At Risk,2022-02-01,2023-03-05,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000763,Pinnacle Partners,AMER,United States,Automotive,SMB,125,1600000,Active,2022-02-02,2023-03-07,Marketing Analytics,Skyler Hall,David Thompson
ACC-000763,Pinnacle Partners,AMER,United States,Automotive,SMB,125,1600000,Active,2022-02-02,2023-03-07,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000763,Pinnacle Partners,AMER,United States,Automotive,SMB,125,1600000,Active,2022-02-02,2023-03-07,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000763,Pinnacle Partners,AMER,United States,Automotive,SMB,125,1600000,Active,2022-02-02,2023-03-07,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000764,Zenith Associates,EMEA,France,Professional Services,SMB,150,2900000,Active,2022-02-03,2023-03-09,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000765,Vortex Consulting,AMER,Canada,Financial Services,SMB,175,2000000,Active,2022-02-04,2023-03-11,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000769,Vertex Intelligence,EMEA,Sweden,Manufacturing,SMB,275,1400000,Active,2022-02-08,2023-03-19,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000769,Vertex Intelligence,EMEA,Sweden,Manufacturing,SMB,275,1400000,Active,2022-02-08,2023-03-19,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000769,Vertex Intelligence,EMEA,Sweden,Manufacturing,SMB,275,1400000,Active,2022-02-08,2023-03-19,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000769,Vertex Intelligence,EMEA,Sweden,Manufacturing,SMB,275,1400000,Active,2022-02-08,2023-03-19,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000770,Apex Partners,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2022-02-09,2023-03-21,Real-time Analytics,Rain Carter,James Mueller
ACC-000770,Apex Partners,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2022-02-09,2023-03-21,Real-time Analytics,River Scott,Lisa Wang
ACC-000770,Apex Partners,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2022-02-09,2023-03-21,Real-time Analytics,Rowan King,Lisa Wang
ACC-000771,Matrix Associates,APJ,South Korea,Telecommunications,SMB,325,900000,Active,2022-02-10,2023-03-23,Data Engineering,Zara Collins,Priya Sharma
ACC-000771,Matrix Associates,APJ,South Korea,Telecommunications,SMB,325,900000,Active,2022-02-10,2023-03-23,Data Engineering,Zen Phillips,Hiroshi Tanaka
ACC-000772,Quantum Consulting,AMER,United States,Energy & Utilities,SMB,350,3400000,Active,2022-02-11,2023-03-25,Customer 360,Jordan Kim,Sarah Johnson
ACC-000773,Synergy Services,EMEA,Germany,Government & Public Sector,SMB,375,2000000,Active,2022-02-12,2023-03-27,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000773,Synergy Services,EMEA,Germany,Government & Public Sector,SMB,375,2000000,Active,2022-02-12,2023-03-27,IoT Analytics,Ocean Baker,James Mueller
ACC-000776,Zenith Intelligence,AMER,United States,Real Estate,SMB,450,4200000,Active,2022-02-15,2023-04-02,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000777,Vortex Partners,AMER,United States,Insurance,SMB,475,4400000,Active,2022-02-16,2023-04-04,Risk & Compliance,Emery Young,David Thompson
ACC-000779,Titan Consulting,AMER,United States,Professional Services,SMB,525,4800000,Active,2022-02-18,2023-04-08,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000779,Titan Consulting,AMER,United States,Professional Services,SMB,525,4800000,Active,2022-02-18,2023-04-08,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000780,Global Industries,AMER,United States,Financial Services,SMB,50,1000000,New,2022-02-19,2023-04-10,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000780,Global Industries,AMER,United States,Financial Services,SMB,50,1000000,New,2022-02-19,2023-04-10,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000781,Sigma Inc,EMEA,Germany,Healthcare & Life Sciences,SMB,75,950000,Churned,2022-02-20,2023-04-12,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000781,Sigma Inc,EMEA,Germany,Healthcare & Life Sciences,SMB,75,950000,Churned,2022-02-20,2023-04-12,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000781,Sigma Inc,EMEA,Germany,Healthcare & Life Sciences,SMB,75,950000,Churned,2022-02-20,2023-04-12,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000781,Sigma Inc,EMEA,Germany,Healthcare & Life Sciences,SMB,75,950000,Churned,2022-02-20,2023-04-12,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000782,Apex Analytics,EMEA,Sweden,Technology,SMB,100,1100000,At Risk,2022-02-21,2023-04-14,Real-time Analytics,Rain Carter,James Mueller
ACC-000782,Apex Analytics,EMEA,Sweden,Technology,SMB,100,1100000,At Risk,2022-02-21,2023-04-14,Real-time Analytics,River Scott,Lisa Wang
ACC-000782,Apex Analytics,EMEA,Sweden,Technology,SMB,100,1100000,At Risk,2022-02-21,2023-04-14,Real-time Analytics,Rowan King,Lisa Wang
ACC-000783,Matrix Intelligence,AMER,United States,Retail & E-commerce,SMB,125,1600000,Active,2022-02-22,2023-04-16,Data Engineering,Quinn Anderson,Michael Chen
ACC-000784,Quantum Partners,EMEA,Sweden,Manufacturing,SMB,150,1400000,Active,2022-02-23,2023-04-18,Customer 360,Phoenix Wright,Lisa Wang
ACC-000785,Synergy Associates,EMEA,Sweden,Media & Entertainment,SMB,175,1550000,Active,2022-02-24,2023-04-20,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000785,Synergy Associates,EMEA,Sweden,Media & Entertainment,SMB,175,1550000,Active,2022-02-24,2023-04-20,IoT Analytics,Ocean Baker,James Mueller
ACC-000787,Pinnacle Services,AMER,United States,Energy & Utilities,SMB,225,2400000,Active,2022-02-26,2023-04-24,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000790,Phoenix Intelligence,APJ,Japan,Transportation & Logistics,SMB,300,1600000,Active,2022-03-01,2023-04-30,Operational Analytics,Neo Parker,Hiroshi Tanaka
ACC-000794,Apex Services,AMER,United States,Professional Services,SMB,400,3800000,Active,2022-03-05,2023-05-08,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000796,Quantum Analytics,AMER,United States,Healthcare & Life Sciences,SMB,450,4200000,Active,2022-03-07,2023-05-12,Customer 360,Drew Garcia,Michael Chen
ACC-000797,Synergy Intelligence,AMER,Canada,Technology,SMB,475,4400000,Active,2022-03-08,2023-05-14,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000797,Synergy Intelligence,AMER,Canada,Technology,SMB,475,4400000,Active,2022-03-08,2023-05-14,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000798,Catalyst Partners,EMEA,Spain,Retail & E-commerce,SMB,500,1250000,Active,2022-03-09,2023-05-16,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000800,Global Solutions,AMER,United States,Media & Entertainment,Enterprise,5000,100000000,New,2022-03-11,2023-05-20,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000800,Global Solutions,AMER,United States,Media & Entertainment,Enterprise,5000,100000000,New,2022-03-11,2023-05-20,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000806,Apex Associates,APJ,Australia,Real Estate,Enterprise,8000,216000000,Active,2022-03-17,2023-06-01,Real-time Analytics,Zara Collins,Priya Sharma
ACC-000806,Apex Associates,APJ,Australia,Real Estate,Enterprise,8000,216000000,Active,2022-03-17,2023-06-01,Real-time Analytics,Zen Phillips,Hiroshi Tanaka
ACC-000808,Quantum Services,AMER,Mexico,Automotive,Enterprise,9000,180000000,Active,2022-03-19,2023-06-05,Customer 360,Jordan Kim,Sarah Johnson
ACC-000809,Synergy Solutions,EMEA,Spain,Professional Services,Enterprise,9500,152000000,Active,2022-03-20,2023-06-07,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000809,Synergy Solutions,EMEA,Spain,Professional Services,Enterprise,9500,152000000,Active,2022-03-20,2023-06-07,IoT Analytics,Ocean Baker,James Mueller
ACC-000810,Catalyst Analytics,AMER,United States,Financial Services,Enterprise,10000,200000000,Active,2022-03-21,2023-06-09,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000812,Zenith Partners,AMER,Mexico,Technology,Enterprise,11000,220000000,Active,2022-03-23,2023-06-13,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000814,Phoenix Consulting,AMER,United States,Manufacturing,Enterprise,12000,240000000,Active,2022-03-25,2023-06-17,Operational Analytics,Drew Garcia,Michael Chen
